species,gene,hog
Tgraci,CONTIG44-_anno1.g2652,N0.HOG0006267
Tgraci,CONTIG44-_anno1.g2854,N0.HOG0006358
Tgraci,CONTIG44-_anno1.g2953,N0.HOG0007223
Tgraci,CONTIG44-_anno1.g2970,N0.HOG0007535
Tgraci,CONTIG44-_anno1.g3347,N0.HOG0006530
Tgraci,CONTIG44-_anno1.g3545,N0.HOG0006344
Tgraci,CONTIG44-_anno2.g12868,N0.HOG0007256
Tgraci,CONTIG45+_anno1.g10015,N0.HOG0007001
Tgraci,CONTIG45+_anno1.g9028,N0.HOG0006641
Tgraci,CONTIG45+_anno1.g9127,N0.HOG0007654
Tgraci,CONTIG45+_anno1.g9264,N0.HOG0007889
Tgraci,CONTIG45+_anno1.g9334,N0.HOG0006152
Tgraci,CONTIG45+_anno1.g9698,N0.HOG0008783
Tgraci,CONTIG45+_anno1.g9786,N0.HOG0005091
Tgraci,CONTIG45-_anno1.g10007,N0.HOG0007239
Tgraci,CONTIG45-_anno1.g10014,N0.HOG0006226
Tgraci,CONTIG45-_anno1.g10183,N0.HOG0006212
Tgraci,CONTIG45-_anno1.g10208,N0.HOG0007869
Tgraci,CONTIG45-_anno1.g9059,N0.HOG0006976
Tgraci,CONTIG45-_anno1.g9229,N0.HOG0006603
Tgraci,CONTIG45-_anno1.g9299,N0.HOG0007336
Tgraci,CONTIG45-_anno1.g9467,N0.HOG0007340
Tgraci,CONTIG45-_anno1.g9789,N0.HOG0006647
Tgraci,CONTIG45-_anno2.g8624,N0.HOG0006263
Tgraci,CONTIG8+_anno1.g8382,N0.HOG0007927
