spp_abbrev,seqid,length
Ctenta,HG429638.1,50745
Ctenta,HG429639.1,49313
Ctenta,HG429640.1,49235
Ctenta,HG429641.1,56580
Ctenta,HG429642.1,114288
Ctenta,HG429643.1,56610
Ctenta,HG429644.1,48924
Ctenta,HG429645.1,50732
Ctenta,HG429646.1,48894
Ctenta,HG429647.1,49396
Ctenta,HG429648.1,49411
Ctenta,HG429649.1,48751
Ctenta,HG429650.1,50796
Ctenta,HG429651.1,87797
Ctenta,HG429652.1,48722
Ctenta,HG429653.1,60833
Ctenta,HG429654.1,49544
Ctenta,HG429655.1,88019
Ctenta,HG429656.1,92713
Ctenta,HG429657.1,48960
Ctenta,HG429658.1,55505
Ctenta,HG429659.1,59554
Ctenta,HG429660.1,48253
Ctenta,HG429661.1,58800
Ctenta,HG429662.1,48154
Ctenta,HG429663.1,51949
Ctenta,HG429664.1,48065
Ctenta,HG429665.1,48052
Ctenta,HG429666.1,48020
Ctenta,HG429667.1,47805
Ctenta,HG429668.1,47784
Ctenta,HG429669.1,48188
Ctenta,HG429670.1,52738
Ctenta,HG429671.1,48246
Ctenta,HG429672.1,47673
Ctenta,HG429673.1,48904
Ctenta,HG429674.1,48592
Ctenta,HG429675.1,48930
Ctenta,HG429676.1,47518
Ctenta,HG429677.1,48114
Ctenta,HG429678.1,66127
Ctenta,HG429679.1,48111
Ctenta,HG429680.1,47352
Ctenta,HG429681.1,47348
Ctenta,HG429682.1,47320
Ctenta,HG429683.1,48095
Ctenta,HG429684.1,53434
Ctenta,HG429685.1,47133
Ctenta,HG429686.1,47628
Ctenta,HG429687.1,46898
Ctenta,HG429688.1,46809
Ctenta,HG429689.1,46740
Ctenta,HG429690.1,46716
Ctenta,HG429691.1,53688
Ctenta,HG429692.1,46683
Ctenta,HG429693.1,49305
Ctenta,HG429694.1,49727
Ctenta,HG429695.1,91748
Ctenta,HG429696.1,54557
Ctenta,HG429697.1,47053
Ctenta,HG429698.1,60613
Ctenta,HG429699.1,47289
Ctenta,HG429700.1,46166
Ctenta,HG429701.1,46160
Ctenta,HG429702.1,45993
Ctenta,HG429703.1,45978
Ctenta,HG429704.1,45918
Ctenta,HG429705.1,45895
Ctenta,HG429706.1,45865
Ctenta,HG429707.1,45806
Ctenta,HG429708.1,52823
Ctenta,HG429709.1,46626
Ctenta,HG429710.1,45731
Ctenta,HG429711.1,45612
Ctenta,HG429712.1,45603
Ctenta,HG429713.1,62231
Ctenta,HG429714.1,54324
Ctenta,HG429715.1,45484
Ctenta,HG429716.1,61909
Ctenta,HG429717.1,45417
Ctenta,HG429718.1,45403
Ctenta,HG429719.1,55871
Ctenta,HG429720.1,45224
Ctenta,HG429721.1,45795
Ctenta,HG429722.1,51760
Ctenta,HG429723.1,45555
Ctenta,HG429724.1,45178
Ctenta,HG429725.1,44769
Ctenta,HG429726.1,44769
Ctenta,HG429727.1,78793
Ctenta,HG429728.1,48786
Ctenta,HG429729.1,44585
Ctenta,HG429730.1,47742
Ctenta,HG429731.1,44573
Ctenta,HG429732.1,44496
Ctenta,HG429733.1,45375
Ctenta,HG429734.1,44434
Ctenta,HG429735.1,73300
Ctenta,HG429736.1,46665
Ctenta,HG429737.1,44263
Ctenta,HG429738.1,45100
Ctenta,HG429739.1,44161
Ctenta,HG429740.1,44583
Ctenta,HG429741.1,51543
Ctenta,HG429742.1,54034
Ctenta,HG429743.1,50420
Ctenta,HG429744.1,45974
Ctenta,HG429745.1,50987
Ctenta,HG429746.1,43885
Ctenta,HG429747.1,43844
Ctenta,HG429748.1,50605
Ctenta,HG429749.1,43760
Ctenta,HG429750.1,43595
Ctenta,HG429751.1,44093
Ctenta,HG429752.1,43576
Ctenta,HG429753.1,43562
Ctenta,HG429754.1,43524
Ctenta,HG429755.1,43490
Ctenta,HG429756.1,43454
Ctenta,HG429757.1,50577
Ctenta,HG429758.1,43445
Ctenta,HG429759.1,43433
Ctenta,HG429760.1,46068
Ctenta,HG429761.1,49878
Ctenta,HG429762.1,43938
Ctenta,HG429763.1,43278
Ctenta,HG429764.1,50092
Ctenta,HG429765.1,84203
Ctenta,HG429766.1,43041
Ctenta,HG429767.1,43009
Ctenta,HG429768.1,62131
Ctenta,HG429769.1,42892
Ctenta,HG429770.1,42809
Ctenta,HG429771.1,42670
Ctenta,HG429772.1,42662
Ctenta,HG429773.1,42658
Ctenta,HG429774.1,43135
Ctenta,HG429775.1,43423
Ctenta,HG429776.1,42543
Ctenta,HG429777.1,51103
Ctenta,HG429778.1,42542
Ctenta,HG429779.1,42533
Ctenta,HG429780.1,42487
Ctenta,HG429781.1,42430
Ctenta,HG429782.1,42405
Ctenta,HG429783.1,42290
Ctenta,HG429784.1,42956
Ctenta,HG429785.1,50895
Ctenta,HG429786.1,42976
Ctenta,HG429787.1,42118
Ctenta,HG429788.1,42002
Ctenta,HG429789.1,43382
Ctenta,HG429790.1,43395
Ctenta,HG429791.1,41797
Ctenta,HG429792.1,41792
Ctenta,HG429793.1,41746
Ctenta,HG429794.1,41696
Ctenta,HG429795.1,44104
Ctenta,HG429796.1,41659
Ctenta,HG429797.1,41598
Ctenta,HG429798.1,41550
Ctenta,HG429799.1,41961
Ctenta,HG429800.1,41511
Ctenta,HG429801.1,42455
Ctenta,HG429802.1,41489
Ctenta,HG429803.1,41471
Ctenta,HG429804.1,41369
Ctenta,HG429805.1,44202
Ctenta,HG429806.1,41288
Ctenta,HG429807.1,42089
Ctenta,HG429808.1,42138
Ctenta,HG429809.1,42940
Ctenta,HG429810.1,50186
Ctenta,HG429811.1,41068
Ctenta,HG429812.1,41064
Ctenta,HG429813.1,48499
Ctenta,HG429814.1,41021
Ctenta,HG429815.1,41684
Ctenta,HG429816.1,41003
Ctenta,HG429817.1,71457
Ctenta,HG429818.1,73452
Ctenta,HG429819.1,41339
Ctenta,HG429820.1,40856
Ctenta,HG429821.1,48546
Ctenta,HG429822.1,40785
Ctenta,HG429823.1,40783
Ctenta,HG429824.1,40775
Ctenta,HG429825.1,40751
Ctenta,HG429826.1,52823
Ctenta,HG429827.1,40686
Ctenta,HG429828.1,40597
Ctenta,HG429829.1,40583
Ctenta,HG429830.1,41063
Ctenta,HG429831.1,41119
Ctenta,HG429832.1,46993
Ctenta,HG429833.1,40326
Ctenta,HG429834.1,81825
Ctenta,HG429835.1,40233
Ctenta,HG429836.1,47350
Ctenta,HG429837.1,40200
Ctenta,HG429838.1,40180
Ctenta,HG429839.1,46588
Ctenta,HG429840.1,40167
Ctenta,HG429841.1,40092
Ctenta,HG429842.1,40614
Ctenta,HG429843.1,40042
Ctenta,HG429844.1,40014
Ctenta,HG429845.1,39922
Ctenta,HG429846.1,39910
Ctenta,HG429847.1,40286
Ctenta,HG429848.1,39822
Ctenta,HG429849.1,41320
Ctenta,HG429850.1,65431
Ctenta,HG429851.1,43400
Ctenta,HG429852.1,39650
Ctenta,HG429853.1,52102
Ctenta,HG429854.1,39545
Ctenta,HG429855.1,39524
Ctenta,HG429856.1,39487
Ctenta,HG429857.1,46187
Ctenta,HG429858.1,39454
Ctenta,HG429859.1,39994
Ctenta,HG429860.1,39435
Ctenta,HG429861.1,39419
Ctenta,HG429862.1,47686
Ctenta,HG429863.1,39688
Ctenta,HG429864.1,45504
Ctenta,HG429865.1,39134
Ctenta,HG429866.1,39537
Ctenta,HG429867.1,91974
Ctenta,HG429868.1,42100
Ctenta,HG429869.1,39502
Ctenta,HG429870.1,38890
Ctenta,HG429871.1,38848
Ctenta,HG429872.1,38805
Ctenta,HG429873.1,39906
Ctenta,HG429874.1,39125
Ctenta,HG429875.1,64609
Ctenta,HG429876.1,52391
Ctenta,HG429877.1,38613
Ctenta,HG429878.1,53733
Ctenta,HG429879.1,47015
Ctenta,HG429880.1,38581
Ctenta,HG429881.1,38518
Ctenta,HG429882.1,38450
Ctenta,HG429883.1,38994
Ctenta,HG429884.1,38440
Ctenta,HG429885.1,39709
Ctenta,HG429886.1,40892
Ctenta,HG429887.1,38777
Ctenta,HG429888.1,38251
Ctenta,HG429889.1,38196
Ctenta,HG429890.1,38921
Ctenta,HG429891.1,39121
Ctenta,HG429892.1,38021
Ctenta,HG429893.1,59914
Ctenta,HG429894.1,38433
Ctenta,HG429895.1,37950
Ctenta,HG429896.1,37939
Ctenta,HG429897.1,37911
Ctenta,HG429898.1,38594
Ctenta,HG429899.1,37864
Ctenta,HG429900.1,37856
Ctenta,HG429901.1,37824
Ctenta,HG429902.1,38204
Ctenta,HG429903.1,40194
Ctenta,HG429904.1,76843
Ctenta,HG429905.1,37674
Ctenta,HG429906.1,38095
Ctenta,HG429907.1,44356
Ctenta,HG429908.1,37501
Ctenta,HG429909.1,56008
Ctenta,HG429910.1,37449
Ctenta,HG429911.1,39811
Ctenta,HG429912.1,38013
Ctenta,HG429913.1,39911
Ctenta,HG429914.1,37263
Ctenta,HG429915.1,38028
Ctenta,HG429916.1,39472
Ctenta,HG429917.1,51179
Ctenta,HG429918.1,43580
Ctenta,HG429919.1,38638
Ctenta,HG429920.1,48778
Ctenta,HG429921.1,44855
Ctenta,HG429922.1,37168
Ctenta,HG429923.1,51512
Ctenta,HG429924.1,52534
Ctenta,HG429925.1,37071
Ctenta,HG429926.1,38133
Ctenta,HG429927.1,36970
Ctenta,HG429928.1,36957
Ctenta,HG429929.1,36931
Ctenta,HG429930.1,57918
Ctenta,HG429931.1,37792
Ctenta,HG429932.1,36872
Ctenta,HG429933.1,36845
Ctenta,HG429934.1,36798
Ctenta,HG429935.1,36797
Ctenta,HG429936.1,36775
Ctenta,HG429937.1,38108
Ctenta,HG429938.1,42095
Ctenta,HG429939.1,36676
Ctenta,HG429940.1,44112
Ctenta,HG429941.1,37252
Ctenta,HG429942.1,74478
Ctenta,HG429943.1,36532
Ctenta,HG429944.1,36481
Ctenta,HG429945.1,36475
Ctenta,HG429946.1,44488
Ctenta,HG429947.1,36367
Ctenta,HG429948.1,36316
Ctenta,HG429949.1,43728
Ctenta,HG429950.1,36266
Ctenta,HG429951.1,37383
Ctenta,HG429952.1,36102
Ctenta,HG429953.1,36100
Ctenta,HG429954.1,37890
Ctenta,HG429955.1,36036
Ctenta,HG429956.1,50444
Ctenta,HG429957.1,53307
Ctenta,HG429958.1,49957
Ctenta,HG429959.1,45884
Ctenta,HG429960.1,35767
Ctenta,HG429961.1,36340
Ctenta,HG429962.1,35490
Ctenta,HG429963.1,35489
Ctenta,HG429964.1,35446
Ctenta,HG429965.1,37980
Ctenta,HG429966.1,35400
Ctenta,HG429967.1,35398
Ctenta,HG429968.1,35395
Ctenta,HG429969.1,35370
Ctenta,HG429970.1,35334
Ctenta,HG429971.1,35830
Ctenta,HG429972.1,35317
Ctenta,HG429973.1,35920
Ctenta,HG429974.1,35280
Ctenta,HG429975.1,35947
Ctenta,HG429976.1,35190
Ctenta,HG429977.1,35175
Ctenta,HG429978.1,36956
Ctenta,HG429979.1,35118
Ctenta,HG429980.1,35095
Ctenta,HG429981.1,35056
Ctenta,HG429982.1,89547
Ctenta,HG429983.1,35541
Ctenta,HG429984.1,35501
Ctenta,HG429985.1,35873
Ctenta,HG429986.1,34940
Ctenta,HG429987.1,43889
Ctenta,HG429988.1,34931
Ctenta,HG429989.1,36288
Ctenta,HG429990.1,34820
Ctenta,HG429991.1,34800
Ctenta,HG429992.1,34763
Ctenta,HG429993.1,36489
Ctenta,HG429994.1,41002
Ctenta,HG429995.1,34719
Ctenta,HG429996.1,35308
Ctenta,HG429997.1,62410
Ctenta,HG429998.1,34487
Ctenta,HG429999.1,34475
Ctenta,HG430000.1,34473
Ctenta,HG430001.1,34472
Ctenta,HG430002.1,34464
Ctenta,HG430003.1,40619
Ctenta,HG430004.1,34314
Ctenta,HG430005.1,36801
Ctenta,HG430006.1,42423
Ctenta,HG430007.1,34261
Ctenta,HG430008.1,36323
Ctenta,HG430009.1,48442
Ctenta,HG430010.1,36353
Ctenta,HG430011.1,34176
Ctenta,HG430012.1,34170
Ctenta,HG430013.1,34167
Ctenta,HG430014.1,34152
Ctenta,HG430015.1,34137
Ctenta,HG430016.1,46994
Ctenta,HG430017.1,40424
Ctenta,HG430018.1,63148
Ctenta,HG430019.1,47634
Ctenta,HG430020.1,34482
Ctenta,HG430021.1,33959
Ctenta,HG430022.1,33945
Ctenta,HG430023.1,33921
Ctenta,HG430024.1,33808
Ctenta,HG430025.1,33792
Ctenta,HG430026.1,33738
Ctenta,HG430027.1,40494
Ctenta,HG430028.1,33644
Ctenta,HG430029.1,33550
Ctenta,HG430030.1,44006
Ctenta,HG430031.1,45473
Ctenta,HG430032.1,33458
Ctenta,HG430033.1,35034
Ctenta,HG430034.1,39990
Ctenta,HG430035.1,34531
Ctenta,HG430036.1,33386
Ctenta,HG430037.1,70254
Ctenta,HG430038.1,35944
Ctenta,HG430039.1,35552
Ctenta,HG430040.1,33237
Ctenta,HG430041.1,33205
Ctenta,HG430042.1,33171
Ctenta,HG430043.1,33144
Ctenta,HG430044.1,33129
Ctenta,HG430045.1,33118
Ctenta,HG430046.1,33069
Ctenta,HG430047.1,34302
Ctenta,HG430048.1,32982
Ctenta,HG430049.1,32977
Ctenta,HG430050.1,32964
Ctenta,HG430051.1,34238
Ctenta,HG430052.1,39567
Ctenta,HG430053.1,32825
Ctenta,HG430054.1,32774
Ctenta,HG430055.1,32768
Ctenta,HG430056.1,32746
Ctenta,HG430057.1,32679
Ctenta,HG430058.1,33208
Ctenta,HG430059.1,56264
Ctenta,HG430060.1,32530
Ctenta,HG430061.1,32463
Ctenta,HG430062.1,39852
Ctenta,HG430063.1,32341
Ctenta,HG430064.1,32903
Ctenta,HG430065.1,32222
Ctenta,HG430066.1,34162
Ctenta,HG430067.1,32756
Ctenta,HG430068.1,32622
Ctenta,HG430069.1,32174
Ctenta,HG430070.1,32149
Ctenta,HG430071.1,32131
Ctenta,HG430072.1,32112
Ctenta,HG430073.1,35911
Ctenta,HG430074.1,36514
Ctenta,HG430075.1,32071
Ctenta,HG430076.1,32888
Ctenta,HG430077.1,31923
Ctenta,HG430078.1,31860
Ctenta,HG430079.1,31858
Ctenta,HG430080.1,33060
Ctenta,HG430081.1,31721
Ctenta,HG430082.1,31715
Ctenta,HG430083.1,31706
Ctenta,HG430084.1,31700
Ctenta,HG430085.1,31698
Ctenta,HG430086.1,31680
Ctenta,HG430087.1,47217
Ctenta,HG430088.1,32324
Ctenta,HG430089.1,31661
Ctenta,HG430090.1,31627
Ctenta,HG430091.1,32001
Ctenta,HG430092.1,32423
Ctenta,HG430093.1,31554
Ctenta,HG430094.1,31538
Ctenta,HG430095.1,33820
Ctenta,HG430096.1,31525
Ctenta,HG430097.1,34648
Ctenta,HG430098.1,40115
Ctenta,HG430099.1,31450
Ctenta,HG430100.1,51951
Ctenta,HG430101.1,31323
Ctenta,HG430102.1,31312
Ctenta,HG430103.1,31276
Ctenta,HG430104.1,31269
Ctenta,HG430105.1,34128
Ctenta,HG430106.1,31989
Ctenta,HG430107.1,31260
Ctenta,HG430108.1,34804
Ctenta,HG430109.1,31248
Ctenta,HG430110.1,31242
Ctenta,HG430111.1,31209
Ctenta,HG430112.1,39962
Ctenta,HG430113.1,31150
Ctenta,HG430114.1,31847
Ctenta,HG430115.1,48948
Ctenta,HG430116.1,36944
Ctenta,HG430117.1,31004
Ctenta,HG430118.1,30986
Ctenta,HG430119.1,30966
Ctenta,HG430120.1,30961
Ctenta,HG430121.1,31983
Ctenta,HG430122.1,38505
Ctenta,HG430123.1,30890
Ctenta,HG430124.1,30879
Ctenta,HG430125.1,30872
Ctenta,HG430126.1,32242
Ctenta,HG430127.1,39179
Ctenta,HG430128.1,38002
Ctenta,HG430129.1,31237
Ctenta,HG430130.1,37884
Ctenta,HG430131.1,38011
Ctenta,HG430132.1,40417
Ctenta,HG430133.1,30560
Ctenta,HG430134.1,30547
Ctenta,HG430135.1,32609
Ctenta,HG430136.1,30529
Ctenta,HG430137.1,30494
Ctenta,HG430138.1,30487
Ctenta,HG430139.1,46353
Ctenta,HG430140.1,34100
Ctenta,HG430141.1,31448
Ctenta,HG430142.1,30890
Ctenta,HG430143.1,31397
Ctenta,HG430144.1,33116
Ctenta,HG430145.1,36883
Ctenta,HG430146.1,37316
Ctenta,HG430147.1,40330
Ctenta,HG430148.1,30203
Ctenta,HG430149.1,30187
Ctenta,HG430150.1,30171
Ctenta,HG430151.1,31673
Ctenta,HG430152.1,30159
Ctenta,HG430153.1,30155
Ctenta,HG430154.1,30152
Ctenta,HG430155.1,30143
Ctenta,HG430156.1,31554
Ctenta,HG430157.1,30035
Ctenta,HG430158.1,29999
Ctenta,HG430159.1,30685
Ctenta,HG430160.1,36789
Ctenta,HG430161.1,29889
Ctenta,HG430162.1,30549
Ctenta,HG430163.1,29872
Ctenta,HG430164.1,40257
Ctenta,HG430165.1,29789
Ctenta,HG430166.1,51113
Ctenta,HG430167.1,29741
Ctenta,HG430168.1,30800
Ctenta,HG430169.1,30635
Ctenta,HG430170.1,29703
Ctenta,HG430171.1,30402
Ctenta,HG430172.1,29678
Ctenta,HG430173.1,29666
Ctenta,HG430174.1,33292
Ctenta,HG430175.1,36008
Ctenta,HG430176.1,29596
Ctenta,HG430177.1,29568
Ctenta,HG430178.1,29487
Ctenta,HG430179.1,29483
Ctenta,HG430180.1,31443
Ctenta,HG430181.1,43730
Ctenta,HG430182.1,29377
Ctenta,HG430183.1,29355
Ctenta,HG430184.1,29324
Ctenta,HG430185.1,29323
Ctenta,HG430186.1,31152
Ctenta,HG430187.1,30346
Ctenta,HG430188.1,39040
Ctenta,HG430189.1,37297
Ctenta,HG430190.1,29176
Ctenta,HG430191.1,29644
Ctenta,HG430192.1,29090
Ctenta,HG430193.1,47732
Ctenta,HG430194.1,56776
Ctenta,HG430195.1,29028
Ctenta,HG430196.1,35906
Ctenta,HG430197.1,30133
Ctenta,HG430198.1,29001
Ctenta,HG430199.1,28996
Ctenta,HG430200.1,28983
Ctenta,HG430201.1,28943
Ctenta,HG430202.1,28900
Ctenta,HG430203.1,35816
Ctenta,HG430204.1,41143
Ctenta,HG430205.1,36113
Ctenta,HG430206.1,28816
Ctenta,HG430207.1,31942
Ctenta,HG430208.1,28808
Ctenta,HG430209.1,28764
Ctenta,HG430210.1,28695
Ctenta,HG430211.1,28678
Ctenta,HG430212.1,28676
Ctenta,HG430213.1,28660
Ctenta,HG430214.1,29829
Ctenta,HG430215.1,28528
Ctenta,HG430216.1,40275
Ctenta,HG430217.1,28512
Ctenta,HG430218.1,31131
Ctenta,HG430219.1,28461
Ctenta,HG430220.1,28340
Ctenta,HG430221.1,42900
Ctenta,HG430222.1,28861
Ctenta,HG430223.1,28320
Ctenta,HG430224.1,29702
Ctenta,HG430225.1,35184
Ctenta,HG430226.1,28266
Ctenta,HG430227.1,28243
Ctenta,HG430228.1,34017
Ctenta,HG430229.1,28760
Ctenta,HG430230.1,28235
Ctenta,HG430231.1,34592
Ctenta,HG430232.1,28201
Ctenta,HG430233.1,28532
Ctenta,HG430234.1,28111
Ctenta,HG430235.1,28513
Ctenta,HG430236.1,28044
Ctenta,HG430237.1,30437
Ctenta,HG430238.1,27999
Ctenta,HG430239.1,27987
Ctenta,HG430240.1,28709
Ctenta,HG430241.1,28358
Ctenta,HG430242.1,28613
Ctenta,HG430243.1,28599
Ctenta,HG430244.1,35865
Ctenta,HG430245.1,27877
Ctenta,HG430246.1,27873
Ctenta,HG430247.1,27839
Ctenta,HG430248.1,41138
Ctenta,HG430249.1,27817
Ctenta,HG430250.1,35322
Ctenta,HG430251.1,39825
Ctenta,HG430252.1,28412
Ctenta,HG430253.1,29187
Ctenta,HG430254.1,27714
Ctenta,HG430255.1,27705
Ctenta,HG430256.1,27660
Ctenta,HG430257.1,30087
Ctenta,HG430258.1,28009
Ctenta,HG430259.1,27533
Ctenta,HG430260.1,27497
Ctenta,HG430261.1,27484
Ctenta,HG430262.1,27472
Ctenta,HG430263.1,27916
Ctenta,HG430264.1,28306
Ctenta,HG430265.1,27440
Ctenta,HG430266.1,27407
Ctenta,HG430267.1,28847
Ctenta,HG430268.1,32033
Ctenta,HG430269.1,27392
Ctenta,HG430270.1,27389
Ctenta,HG430271.1,27370
Ctenta,HG430272.1,27369
Ctenta,HG430273.1,27347
Ctenta,HG430274.1,39641
Ctenta,HG430275.1,33562
Ctenta,HG430276.1,28186
Ctenta,HG430277.1,27259
Ctenta,HG430278.1,27208
Ctenta,HG430279.1,32585
Ctenta,HG430280.1,29179
Ctenta,HG430281.1,27935
Ctenta,HG430282.1,43330
Ctenta,HG430283.1,27725
Ctenta,HG430284.1,33590
Ctenta,HG430285.1,27062
Ctenta,HG430286.1,27031
Ctenta,HG430287.1,34205
Ctenta,HG430288.1,27019
Ctenta,HG430289.1,33286
Ctenta,HG430290.1,47986
Ctenta,HG430291.1,26907
Ctenta,HG430292.1,26901
Ctenta,HG430293.1,26877
Ctenta,HG430294.1,26821
Ctenta,HG430295.1,40190
Ctenta,HG430296.1,26811
Ctenta,HG430297.1,26769
Ctenta,HG430298.1,27594
Ctenta,HG430299.1,27186
Ctenta,HG430300.1,26713
Ctenta,HG430301.1,35767
Ctenta,HG430302.1,39445
Ctenta,HG430303.1,26645
Ctenta,HG430304.1,27337
Ctenta,HG430305.1,27161
Ctenta,HG430306.1,26611
Ctenta,HG430307.1,26609
Ctenta,HG430308.1,33767
Ctenta,HG430309.1,26528
Ctenta,HG430310.1,26511
Ctenta,HG430311.1,27123
Ctenta,HG430312.1,29164
Ctenta,HG430313.1,26465
Ctenta,HG430314.1,28189
Ctenta,HG430315.1,26386
Ctenta,HG430316.1,26909
Ctenta,HG430317.1,26342
Ctenta,HG430318.1,26326
Ctenta,HG430319.1,26281
Ctenta,HG430320.1,26232
Ctenta,HG430321.1,32681
Ctenta,HG430322.1,27527
Ctenta,HG430323.1,26202
Ctenta,HG430324.1,26602
Ctenta,HG430325.1,26177
Ctenta,HG430326.1,30359
Ctenta,HG430327.1,26157
Ctenta,HG430328.1,39685
Ctenta,HG430329.1,27103
Ctenta,HG430330.1,26099
Ctenta,HG430331.1,26092
Ctenta,HG430332.1,27732
Ctenta,HG430333.1,27321
Ctenta,HG430334.1,26030
Ctenta,HG430335.1,26004
Ctenta,HG430336.1,26563
Ctenta,HG430337.1,25948
Ctenta,HG430338.1,26379
Ctenta,HG430339.1,25907
Ctenta,HG430340.1,33055
Ctenta,HG430341.1,35365
Ctenta,HG430342.1,54550
Ctenta,HG430343.1,26731
Ctenta,HG430344.1,25791
Ctenta,HG430345.1,25786
Ctenta,HG430346.1,50454
Ctenta,HG430347.1,26278
Ctenta,HG430348.1,28997
Ctenta,HG430349.1,35000
Ctenta,HG430350.1,26357
Ctenta,HG430351.1,31630
Ctenta,HG430352.1,25698
Ctenta,HG430353.1,25687
Ctenta,HG430354.1,27362
Ctenta,HG430355.1,25655
Ctenta,HG430356.1,25604
Ctenta,HG430357.1,25594
Ctenta,HG430358.1,25590
Ctenta,HG430359.1,25560
Ctenta,HG430360.1,40102
Ctenta,HG430361.1,29646
Ctenta,HG430362.1,26791
Ctenta,HG430363.1,34715
Ctenta,HG430364.1,25396
Ctenta,HG430365.1,25368
Ctenta,HG430366.1,31797
Ctenta,HG430367.1,26208
Ctenta,HG430368.1,26004
Ctenta,HG430369.1,26895
Ctenta,HG430370.1,25309
Ctenta,HG430371.1,25260
Ctenta,HG430372.1,25223
Ctenta,HG430373.1,25217
Ctenta,HG430374.1,25214
Ctenta,HG430375.1,26102
Ctenta,HG430376.1,25180
Ctenta,HG430377.1,25177
Ctenta,HG430378.1,25169
Ctenta,HG430379.1,25164
Ctenta,HG430380.1,25161
Ctenta,HG430381.1,25125
Ctenta,HG430382.1,27752
Ctenta,HG430383.1,25116
Ctenta,HG430384.1,49584
Ctenta,HG430385.1,25680
Ctenta,HG430386.1,25531
Ctenta,HG430387.1,25038
Ctenta,HG430388.1,24986
Ctenta,HG430389.1,25847
Ctenta,HG430390.1,24976
Ctenta,HG430391.1,39668
Ctenta,HG430392.1,25431
Ctenta,HG430393.1,24969
Ctenta,HG430394.1,31843
Ctenta,HG430395.1,26891
Ctenta,HG430396.1,24852
Ctenta,HG430397.1,45772
Ctenta,HG430398.1,25243
Ctenta,HG430399.1,26937
Ctenta,HG430400.1,34321
Ctenta,HG430401.1,25561
Ctenta,HG430402.1,24679
Ctenta,HG430403.1,27755
Ctenta,HG430404.1,48909
Ctenta,HG430405.1,25123
Ctenta,HG430406.1,24650
Ctenta,HG430407.1,25193
Ctenta,HG430408.1,25729
Ctenta,HG430409.1,32346
Ctenta,HG430410.1,24604
Ctenta,HG430411.1,24554
Ctenta,HG430412.1,24509
Ctenta,HG430413.1,24926
Ctenta,HG430414.1,27059
Ctenta,HG430415.1,32351
Ctenta,HG430416.1,36604
Ctenta,HG430417.1,41320
Ctenta,HG430418.1,25001
Ctenta,HG430419.1,24392
Ctenta,HG430420.1,24787
Ctenta,HG430421.1,24379
Ctenta,HG430422.1,24369
Ctenta,HG430423.1,37312
Ctenta,HG430424.1,24364
Ctenta,HG430425.1,24352
Ctenta,HG430426.1,59712
Ctenta,HG430427.1,29021
Ctenta,HG430428.1,24341
Ctenta,HG430429.1,24338
Ctenta,HG430430.1,24323
Ctenta,HG430431.1,25009
Ctenta,HG430432.1,24316
Ctenta,HG430433.1,31832
Ctenta,HG430434.1,24308
Ctenta,HG430435.1,25117
Ctenta,HG430436.1,24267
Ctenta,HG430437.1,24869
Ctenta,HG430438.1,24184
Ctenta,HG430439.1,24170
Ctenta,HG430440.1,26321
Ctenta,HG430441.1,24132
Ctenta,HG430442.1,32099
Ctenta,HG430443.1,24100
Ctenta,HG430444.1,48511
Ctenta,HG430445.1,32001
Ctenta,HG430446.1,24659
Ctenta,HG430447.1,24040
Ctenta,HG430448.1,24025
Ctenta,HG430449.1,24021
Ctenta,HG430450.1,35640
Ctenta,HG430451.1,23980
Ctenta,HG430452.1,23944
Ctenta,HG430453.1,23938
Ctenta,HG430454.1,23929
Ctenta,HG430455.1,23925
Ctenta,HG430456.1,23916
Ctenta,HG430457.1,24811
Ctenta,HG430458.1,23875
Ctenta,HG430459.1,23872
Ctenta,HG430460.1,23854
Ctenta,HG430461.1,30708
Ctenta,HG430462.1,23803
Ctenta,HG430463.1,40460
Ctenta,HG430464.1,32304
Ctenta,HG430465.1,23751
Ctenta,HG430466.1,23743
Ctenta,HG430467.1,34404
Ctenta,HG430468.1,30519
Ctenta,HG430469.1,23712
Ctenta,HG430470.1,23654
Ctenta,HG430471.1,24817
Ctenta,HG430472.1,34836
Ctenta,HG430473.1,24259
Ctenta,HG430474.1,26234
Ctenta,HG430475.1,24220
Ctenta,HG430476.1,23592
Ctenta,HG430477.1,23530
Ctenta,HG430478.1,23521
Ctenta,HG430479.1,23959
Ctenta,HG430480.1,23493
Ctenta,HG430481.1,26158
Ctenta,HG430482.1,29988
Ctenta,HG430483.1,38716
Ctenta,HG430484.1,50818
Ctenta,HG430485.1,23416
Ctenta,HG430486.1,35685
Ctenta,HG430487.1,34657
Ctenta,HG430488.1,30798
Ctenta,HG430489.1,25381
Ctenta,HG430490.1,23328
Ctenta,HG430491.1,23310
Ctenta,HG430492.1,23934
Ctenta,HG430493.1,23283
Ctenta,HG430494.1,23275
Ctenta,HG430495.1,23807
Ctenta,HG430496.1,23263
Ctenta,HG430497.1,46758
Ctenta,HG430498.1,23226
Ctenta,HG430499.1,23224
Ctenta,HG430500.1,24537
Ctenta,HG430501.1,23200
Ctenta,HG430502.1,23176
Ctenta,HG430503.1,23920
Ctenta,HG430504.1,32637
Ctenta,HG430505.1,23148
Ctenta,HG430506.1,23670
Ctenta,HG430507.1,23102
Ctenta,HG430508.1,23803
Ctenta,HG430509.1,35721
Ctenta,HG430510.1,24134
Ctenta,HG430511.1,23035
